instance,operational_cost,loss_cost,objective_value,optimal_objective_value,feasible,mean_loss_load_over_demand,std_loss_load_over_demand,training_time,inference_time
258,2274.2764,183503.953125,185778.2294921875,73324.875,True,1.1088344,0.43469918,21.02605390548706,
259,2274.2764,140219.47265625,142493.7490234375,56829.492,True,1.1480993,0.55926746,21.02605390548706,
260,2274.2764,97656.01171875,99930.2880859375,40038.633,True,1.1879889,0.73064333,21.02605390548706,
261,2275.962,83794.505859375,86070.4677734375,27937.117,True,0.7246392,0.48416767,21.02605390548706,
262,2276.7883,69028.453125,71305.24145507812,23015.434,True,0.55830646,0.45482883,21.02605390548706,
263,2274.307,171370.11328125,173644.42016601562,68618.94,True,1.1029571,0.45212746,21.02605390548706,
264,2274.2764,183475.453125,185749.7294921875,73478.73,True,1.1194609,0.4490306,21.02605390548706,
265,2275.782,128441.7890625,130717.57104492188,43566.332,True,0.7474573,0.37214577,21.02605390548706,
266,2277.2473,109194.03515625,111471.28247070312,36405.637,True,0.57254815,0.5545476,21.02605390548706,
267,2275.9578,75434.0625,77710.02026367188,25150.02,True,0.7614607,0.70865166,21.02605390548706,
268,2277.2393,54986.296875,57263.5361328125,18334.098,True,0.5867621,0.9114151,21.02605390548706,
269,2274.2764,145854.28125,148128.5576171875,59006.3,True,1.1142257,0.50369287,21.02605390548706,
270,2274.2764,145348.74609375,147623.0224609375,58907.5,True,1.1422344,0.54203224,21.02605390548706,
