instance,operational_cost,loss_cost,objective_value,optimal_objective_value,feasible,mean_loss_load_over_demand,std_loss_load_over_demand,training_time,inference_time
271,2276.0618,96078.181640625,98354.24340820312,32032.186,True,0.74560547,0.64504457,21.02605390548706,
272,2274.2764,144646.828125,146921.1044921875,58322.523,True,1.1419643,0.5414906,21.02605390548706,
273,2275.5112,93356.8125,95632.32373046875,31124.422,True,0.87379307,0.6255713,21.02605390548706,
274,2277.6455,103016.8828125,105294.5283203125,34346.867,True,0.50868195,0.4392619,21.02605390548706,
275,2276.0095,69009.99609375,71286.00561523438,23008.504,True,0.74655896,0.4851321,21.02605390548706,
276,2274.2764,127299.9140625,129574.1904296875,51754.54,True,1.1745918,0.62267107,21.02605390548706,
277,2276.9368,95003.7890625,97280.72583007812,31674.895,True,0.61054313,0.5476278,21.02605390548706,
278,2277.3135,102475.0546875,104752.3681640625,34165.836,True,0.54196024,0.509272,21.02605390548706,
279,2275.2146,94064.82421875,96340.03881835938,33463.285,True,0.8315889,0.5205358,21.02605390548706,
280,2274.2764,112144.67578125,114418.9521484375,45470.164,True,1.1990737,0.6984492,21.02605390548706,
281,2279.221,46684.3359375,48963.556884765625,15567.51,False,-0.006096522,0.8159617,21.02605390548706,
282,2276.0786,134286.09375,136562.17236328125,47936.78,True,0.7254223,0.54550123,21.02605390548706,
283,2274.614,135439.8515625,137714.46557617188,52426.766,True,1.0074935,0.4437641,21.02605390548706,
284,2274.2764,119791.0546875,122065.3310546875,48776.676,True,1.1672539,0.6320218,21.02605390548706,
285,2274.2764,87843.796875,90118.0732421875,35957.594,True,1.2788941,0.89751494,21.02605390548706,
286,2275.7825,186596.15625,188871.93872070312,62207.438,True,0.8135314,0.1504461,21.02605390548706,
287,2274.3318,69534.427734375,71808.75952148438,28472.89,True,1.3803917,1.1400201,21.02605390548706,
288,2277.3599,60103.259765625,62380.61962890625,20039.715,True,0.43325448,0.98266524,21.02605390548706,
289,2274.2764,142590.2109375,144864.4873046875,57670.617,True,1.1622883,0.5726334,21.02605390548706,
290,2275.676,200582.296875,202857.97290039062,72046.055,True,0.84449387,0.36321542,21.02605390548706,
291,2277.072,111252.1875,113529.25952148438,37091.703,True,0.6206693,0.50943303,21.02605390548706,
292,2274.2764,116251.37109375,118525.6474609375,47359.824,True,1.1787194,0.656809,21.02605390548706,
293,2277.1753,143633.3671875,145910.54248046875,47886.188,True,0.5902782,0.67919445,21.02605390548706,
294,2275.6687,126629.09765625,128904.76635742188,43312.19,True,0.8460717,0.5262235,21.02605390548706,
295,2274.727,222536.71875,224811.44580078125,84292.71,True,0.9718335,0.24057543,21.02605390548706,
296,2274.2764,153055.95703125,155330.2333984375,61629.78,True,1.1343868,0.5156538,21.02605390548706,
297,2274.5232,126143.63671875,128418.15991210938,49732.43,True,1.0160369,0.48580512,21.02605390548706,
298,2276.0898,76723.11328125,78999.203125,25579.797,True,0.741183,0.7839354,21.02605390548706,
299,2274.2764,236742.3515625,239016.6279296875,94386.0,True,1.0779463,0.33890778,21.02605390548706,
300,2275.61,162692.49609375,164968.10620117188,56843.69,True,0.8947935,0.4476877,21.02605390548706,
301,2274.5269,224982.65625,227257.18310546875,89282.63,True,1.0298741,0.35480398,21.02605390548706,
302,2277.3054,84536.25,86813.55541992188,28185.209,True,0.5497517,0.79775417,21.02605390548706,
303,2277.5532,91698.62109375,93976.17431640625,30572.861,True,0.4687954,0.83292615,21.02605390548706,
304,2274.2764,164138.3203125,166412.5966796875,65925.68,True,1.121019,0.47925618,21.02605390548706,
305,2275.5955,153194.5546875,155470.15014648438,53111.883,True,0.85569674,0.42694017,21.02605390548706,
306,2276.8396,120920.9296875,123197.76928710938,40314.707,True,0.656596,0.27510905,21.02605390548706,
307,2274.3486,178317.55078125,180591.8994140625,71492.96,True,1.0801578,0.42776337,21.02605390548706,
308,2274.2764,158795.8125,161070.0888671875,63957.895,True,1.1393961,0.5125405,21.02605390548706,
309,2274.2764,175681.37109375,177955.6474609375,70447.43,True,1.1317511,0.47592685,21.02605390548706,
310,2274.4392,107695.21875,109969.65795898438,43209.605,True,1.1528896,0.695681,21.02605390548706,
311,2274.2764,86718.2109375,88992.4873046875,35643.812,True,1.2858273,0.9075143,21.02605390548706,
312,2276.91,115587.48046875,117864.39038085938,38536.785,True,0.6249096,0.48383585,21.02605390548706,
313,2274.2764,90469.37109375,92743.6474609375,37120.38,True,1.2773536,0.8790131,21.02605390548706,
314,2276.5557,140624.4375,142900.9931640625,46882.918,True,0.70605874,0.309697,21.02605390548706,
315,2274.821,223812.0,226086.82104492188,84628.57,True,0.95547223,0.23947816,21.02605390548706,
316,2274.2764,118932.6328125,121206.9091796875,48446.348,True,1.1932094,0.6684092,21.02605390548706,
317,2274.2764,100229.70703125,102503.9833984375,41041.336,True,1.2245973,0.7686766,21.02605390548706,
318,2274.2764,84970.494140625,87244.7705078125,34952.27,True,1.264299,0.88802177,21.02605390548706,
319,2275.7385,126256.1015625,128531.84008789062,42092.176,True,0.7906591,0.30144805,21.02605390548706,
320,2276.6702,102653.33203125,104930.00219726562,34224.62,True,0.5803553,0.5522749,21.02605390548706,
321,2274.2764,124870.3828125,127144.6591796875,50446.664,True,1.1908247,0.6511381,21.02605390548706,
322,2274.2764,146896.01953125,149170.2958984375,59097.47,True,1.1394341,0.53391105,21.02605390548706,
323,2274.2764,162880.2421875,165154.5185546875,65477.52,True,1.1133479,0.47143966,21.02605390548706,
324,2274.6814,116870.91796875,119145.59936523438,43739.09,True,1.0132443,0.48995855,21.02605390548706,
325,2274.2764,234947.5546875,237221.8310546875,93570.805,True,1.0689574,0.32812858,21.02605390548706,
326,2274.5776,130851.8203125,133126.39794921875,51021.25,True,1.0861026,0.5915704,21.02605390548706,
327,2274.2764,146042.2734375,148316.5498046875,59056.188,True,1.1583649,0.5609172,21.02605390548706,
328,2274.2764,110335.0078125,112609.2841796875,44892.375,True,1.2162976,0.72482175,21.02605390548706,
329,2275.5042,75605.47265625,77880.97680664062,25206.709,True,0.8183487,0.6326554,21.02605390548706,
330,2274.7668,52384.166015625,54658.932861328125,17464.762,True,1.1450812,0.9991802,21.02605390548706,
331,2274.2764,106920.2578125,109194.5341796875,43580.594,True,1.1722142,0.6782721,21.02605390548706,
332,2274.2764,163640.91796875,165915.1943359375,65811.305,True,1.1245338,0.48489824,21.02605390548706,
333,2274.6013,207017.578125,209292.17944335938,79992.78,True,1.0035156,0.30330315,21.02605390548706,
334,2274.2764,161422.3359375,163696.6123046875,65222.844,True,1.0846963,0.43899125,21.02605390548706,
335,2274.2764,136714.5,138988.7763671875,55459.79,True,1.1342003,0.54846257,21.02605390548706,
336,2275.9568,182031.328125,184307.28491210938,66433.58,True,0.7795506,0.46162766,21.02605390548706,
337,2274.2764,133413.31640625,135687.5927734375,54109.207,True,1.1850172,0.6221856,21.02605390548706,
338,2276.4727,124999.96875,127276.44140625,41674.156,True,0.65917426,0.3898642,21.02605390548706,
339,2274.2764,197468.765625,199743.0419921875,79029.91,True,1.1159726,0.427644,21.02605390548706,
340,2274.5713,79443.19921875,81717.7705078125,30536.328,True,1.1755868,0.8663614,21.02605390548706,
341,2274.2764,97192.9921875,99467.2685546875,39768.266,True,1.2425965,0.80511063,21.02605390548706,
342,2274.2764,194085.55078125,196359.8271484375,77715.17,True,1.1342267,0.4558794,21.02605390548706,
343,2277.191,60045.052734375,62322.24365234375,20021.031,True,0.49822152,0.5119829,21.02605390548706,
344,2274.2764,110452.3828125,112726.6591796875,44913.44,True,1.195366,0.6973676,21.02605390548706,
345,2275.1504,119517.890625,121793.041015625,39845.293,True,0.90034413,0.39841774,21.02605390548706,
346,2275.4153,65431.39453125,67706.80981445312,21814.922,True,0.84027356,0.64052427,21.02605390548706,
347,2275.7815,102454.44140625,104730.22290039062,35108.01,True,0.75506043,0.6317869,21.02605390548706,
348,2274.2825,88246.8046875,90521.08715820312,36284.027,True,1.2459022,0.84356904,21.02605390548706,
349,2274.2764,119202.57421875,121476.8505859375,48630.484,True,1.1811572,0.6520207,21.02605390548706,
350,2277.8828,101357.87109375,103635.75390625,33793.543,True,0.392012,0.55503976,21.02605390548706,
351,2275.4612,64750.482421875,67025.94360351562,21587.975,True,0.8289674,0.63970304,21.02605390548706,
352,2274.2764,132588.08203125,134862.3583984375,53761.965,True,1.1781672,0.6148439,21.02605390548706,
353,2274.2764,128882.390625,131156.6669921875,52329.46,True,1.169155,0.6115696,21.02605390548706,
354,2274.2764,101692.921875,103967.1982421875,41542.17,True,1.259889,0.81093985,21.02605390548706,
355,2275.2114,138893.16796875,141168.37939453125,49817.184,True,0.9495826,0.52788395,21.02605390548706,
356,2274.6418,70766.619140625,73041.26098632812,25979.414,True,1.1480738,0.85821384,21.02605390548706,
357,2274.6619,218667.5390625,220942.20092773438,83782.125,True,1.0035542,0.2920978,21.02605390548706,
358,2277.7522,146415.3984375,148693.15063476562,48814.055,True,0.4516025,0.57614136,21.02605390548706,
359,2274.406,185502.84375,187777.24975585938,73845.01,True,1.069878,0.41340873,21.02605390548706,
360,2274.901,133609.16015625,135884.06103515625,48270.92,True,1.0254203,0.5054757,21.02605390548706,
361,2274.2764,174509.9765625,176784.2529296875,69778.1,True,1.1069931,0.4450038,21.02605390548706,
362,2279.046,64076.2734375,66355.3193359375,21365.742,True,0.2062117,0.64989847,21.02605390548706,
363,2274.2764,91580.255859375,93854.5322265625,37630.203,True,1.1869369,0.7547788,21.02605390548706,
364,2274.2764,187214.7890625,189489.0654296875,75092.164,True,1.1050166,0.42612693,21.02605390548706,
365,2275.7664,132162.3515625,134438.11791992188,44061.15,True,0.82574946,0.48160678,21.02605390548706,
366,2274.2764,97014.57421875,99288.8505859375,39716.4,True,1.2139456,0.7680321,21.02605390548706,
367,2274.2764,158054.26171875,160328.5380859375,63478.17,True,1.1391207,0.5129358,21.02605390548706,
368,2275.5122,208046.109375,210321.62158203125,75803.11,True,0.8718733,0.3612186,21.02605390548706,
369,2274.2764,112236.1640625,114510.4404296875,45523.766,True,1.226414,0.7336909,21.02605390548706,
370,2276.7324,34711.740234375,36988.47265625,11575.33,True,0.50728536,0.47768018,21.02605390548706,
371,2274.286,168598.6640625,170872.94995117188,67713.04,True,1.1113195,0.46268797,21.02605390548706,
372,2274.2764,147006.26953125,149280.5458984375,59572.08,True,1.1077987,0.49408907,21.02605390548706,
373,2274.8408,186328.93359375,188603.7744140625,70076.17,True,0.9883845,0.36961666,21.02605390548706,
374,2274.2764,105016.23046875,107290.5068359375,42767.48,True,1.1496294,0.6573278,21.02605390548706,
375,2275.6724,67976.25,70251.92236328125,22663.549,True,0.84589225,0.74391216,21.02605390548706,
376,2274.2764,141874.4296875,144148.7060546875,57191.895,True,1.1248745,0.52512354,21.02605390548706,
377,2274.7942,140351.0390625,142625.83325195312,52241.883,True,1.0279043,0.5238189,21.02605390548706,
378,2274.2764,196538.54296875,198812.8193359375,78648.33,True,1.120566,0.4346787,21.02605390548706,
379,2274.2764,123870.87890625,126145.1552734375,50062.367,True,1.2067319,0.6746137,21.02605390548706,
380,2277.2622,103983.703125,106260.96533203125,34668.445,True,0.47942853,0.56685543,21.02605390548706,
381,2277.7998,102844.546875,105122.3466796875,34289.07,True,0.4586881,0.6234265,21.02605390548706,
382,2278.9944,85753.576171875,88032.57055664062,28592.059,True,0.22525442,0.7288587,21.02605390548706,
383,2276.4321,67667.671875,69944.10400390625,22561.44,True,0.6677292,0.54100484,21.02605390548706,
384,2274.2764,136782.0703125,139056.3466796875,55517.465,True,1.1802912,0.60927874,21.02605390548706,
385,2275.3186,172291.453125,174566.77172851562,61228.535,True,0.8918366,0.3582481,21.02605390548706,
386,2275.189,159424.27734375,161699.46630859375,57285.754,True,0.9264267,0.4152514,21.02605390548706,
387,2274.2764,128501.90625,130776.1826171875,52147.21,True,1.166822,0.6093402,21.02605390548706,
388,2274.2764,186877.1484375,189151.4248046875,74764.586,True,1.0978297,0.41621387,21.02605390548706,
389,2274.2764,89749.341796875,92023.6181640625,36971.996,True,1.2733008,0.87379926,21.02605390548706,
390,2274.2764,168713.33203125,170987.6083984375,67737.266,True,1.0982918,0.44270137,21.02605390548706,
391,2274.7913,100988.75390625,103263.54516601562,36895.285,True,1.0527774,0.6563312,21.02605390548706,
392,2274.2764,117281.296875,119555.5732421875,47540.57,True,1.170554,0.6449528,21.02605390548706,
393,2274.2764,148410.9609375,150685.2373046875,59640.43,True,1.1574403,0.5546216,21.02605390548706,
394,2274.2764,236844.0703125,239118.3466796875,94335.34,True,1.0868506,0.34990266,21.02605390548706,
395,2274.6814,123649.62890625,125924.31030273438,47305.293,True,1.0881094,0.64075124,21.02605390548706,
396,2274.2764,129795.9375,132070.2138671875,52640.527,True,1.1526016,0.58765346,21.02605390548706,
397,2274.2764,209274.65625,211548.9326171875,83676.31,True,1.0730926,0.3588472,21.02605390548706,
398,2274.2764,162601.4296875,164875.7060546875,65390.76,True,1.1211315,0.4820802,21.02605390548706,
399,2202.8127,36779.56640625,38982.379150390625,12265.001,False,0.066560425,1.0328674,21.02605390548706,
400,2274.2764,189924.1640625,192198.4404296875,76035.59,True,1.0992516,0.4144978,21.02605390548706,
401,2275.163,149544.1171875,151819.2802734375,55050.477,True,0.9432028,0.50000584,21.02605390548706,
402,2274.2764,233597.0390625,235871.3154296875,93098.016,True,1.0854503,0.35103524,21.02605390548706,
403,2139.6443,26173.65234375,28313.296630859375,8729.614,False,0.0678195,0.81244004,21.02605390548706,
404,2275.5247,100756.5,103032.02465820312,33591.246,True,0.7760077,0.48091736,21.02605390548706,
405,2276.2383,147976.11328125,150252.3515625,49355.645,True,0.7400622,0.47904322,21.02605390548706,
406,2274.2764,116829.3515625,119103.6279296875,47615.703,True,1.1910626,0.6713361,21.02605390548706,
407,2274.2764,234262.640625,236536.9169921875,93371.18,True,1.0903844,0.3570226,21.02605390548706,
408,2274.2764,122670.1640625,124944.4404296875,49878.777,True,1.2013465,0.66932917,21.02605390548706,
409,2274.2764,88729.55859375,91003.8349609375,36391.25,True,1.2524158,0.8556261,21.02605390548706,
410,2274.2764,166720.6171875,168994.8935546875,67131.64,True,1.1372308,0.49750763,21.02605390548706,
411,2274.6543,70246.03125,72520.685546875,25869.758,True,1.1741763,0.9201047,21.02605390548706,
412,2277.113,95514.146484375,97791.25952148438,31845.008,True,0.52959484,0.5592243,21.02605390548706,
413,2274.7869,196487.44921875,198762.23608398438,73463.06,True,0.9984948,0.32326233,21.02605390548706,
414,2274.2764,111651.75,113926.0263671875,45502.258,True,1.2172974,0.7212311,21.02605390548706,
415,2278.5718,96542.677734375,98821.24951171875,32188.537,True,0.27366224,0.66927564,21.02605390548706,
416,2274.884,190256.484375,192531.36840820312,70681.84,True,1.017748,0.38687307,21.02605390548706,
417,2274.2764,90437.203125,92711.4794921875,37162.285,True,1.3469257,0.97048485,21.02605390548706,
418,2274.2764,115426.1953125,117700.4716796875,46828.594,True,1.1730784,0.6535124,21.02605390548706,
419,2274.2764,106495.76953125,108770.0458984375,43578.61,True,1.2458624,0.774747,21.02605390548706,
420,2274.2764,79416.7734375,81691.0498046875,32812.668,True,1.2855917,0.9434116,21.02605390548706,
421,2274.2898,115197.76171875,117472.05151367188,46851.594,True,1.2012318,0.6901101,21.02605390548706,
422,2274.2764,176291.58984375,178565.8662109375,70716.586,True,1.1081523,0.44427156,21.02605390548706,
423,2276.2502,128874.29296875,131150.54321289062,42965.504,True,0.6427943,0.29812825,21.02605390548706,
424,2276.2207,155706.140625,157982.361328125,51910.32,True,0.71004796,0.35573852,21.02605390548706,
425,2275.2627,123080.12109375,125355.3837890625,42073.03,True,0.91624975,0.5087497,21.02605390548706,
426,2274.2764,146490.890625,148765.1669921875,59187.785,True,1.1431428,0.53974456,21.02605390548706,
427,2274.2764,163124.296875,165398.5732421875,65459.176,True,1.1005775,0.4544834,21.02605390548706,
428,2274.2878,93822.78515625,96097.07299804688,38379.215,True,1.2987751,0.8917402,21.02605390548706,
429,2274.953,223127.953125,225402.90600585938,84379.39,True,0.95986015,0.34107357,21.02605390548706,
430,2274.2764,138049.16015625,140323.4365234375,55891.766,True,1.1486704,0.5640585,21.02605390548706,
431,2274.6716,164218.8515625,166493.52319335938,63250.73,True,1.0417413,0.4692247,21.02605390548706,
432,2274.2764,127834.1484375,130108.4248046875,51861.74,True,1.1633067,0.6063294,21.02605390548706,
433,2277.252,104787.76171875,107065.013671875,34936.86,True,0.56735045,0.29543394,21.02605390548706,
434,2275.675,161808.62109375,164084.29614257812,56661.53,True,0.8346854,0.42936724,21.02605390548706,
435,2274.2764,73801.23046875,76075.5068359375,30470.357,True,1.3210303,1.0305642,21.02605390548706,
436,2274.2764,128342.5546875,130616.8310546875,51897.88,True,1.1517147,0.5905774,21.02605390548706,
437,2274.2764,110593.58203125,112867.8583984375,44894.55,True,1.2143115,0.72277194,21.02605390548706,
438,2274.5293,224344.9453125,226619.474609375,87231.83,True,1.013693,0.28760183,21.02605390548706,
439,2277.2317,54173.771484375,56451.003173828125,18063.377,True,0.51773506,0.7337856,21.02605390548706,
440,2274.2764,104021.61328125,106295.8896484375,42449.68,True,1.2309803,0.7646244,21.02605390548706,
441,2274.5664,107246.5546875,109521.12109375,41430.95,True,1.0328473,0.54188836,21.02605390548706,
442,2274.7805,162934.078125,165208.85864257812,62318.027,True,1.0087527,0.48140183,21.02605390548706,
443,2274.2764,204525.421875,206799.6982421875,81710.234,True,1.0942899,0.39078334,21.02605390548706,
444,2276.282,146128.41796875,148404.69995117188,48717.49,True,0.7434592,0.32587835,21.02605390548706,
445,2274.2764,164041.453125,166315.7294921875,65959.99,True,1.1295687,0.4908173,21.02605390548706,
446,2274.2764,125161.0546875,127435.3310546875,50821.457,True,1.1673583,0.6182247,21.02605390548706,
447,2274.6401,57626.513671875,59901.15380859375,20510.438,True,1.2001255,0.9975304,21.02605390548706,
448,2274.2764,117066.1875,119340.4638671875,47669.22,True,1.1771928,0.6525416,21.02605390548706,
449,2274.2764,149149.98046875,151424.2568359375,59926.35,True,1.1477834,0.54056764,21.02605390548706,
450,2274.9194,90887.0390625,93161.95849609375,32651.453,True,1.052827,0.74340224,21.02605390548706,
451,2274.2764,147368.2734375,149642.5498046875,59335.234,True,1.1387986,0.5320471,21.02605390548706,
452,2274.2764,131310.609375,133584.8857421875,52869.39,True,1.1886643,0.63310504,21.02605390548706,
453,2274.2764,126737.625,129011.9013671875,51511.35,True,1.1761118,0.6259367,21.02605390548706,
454,2275.2368,115296.17578125,117571.41259765625,38438.0,True,0.8930958,0.45193508,21.02605390548706,
455,2274.2764,210840.46875,213114.7451171875,84228.12,True,1.1143447,0.41075817,21.02605390548706,
456,2274.2764,123916.18359375,126190.4599609375,50511.773,True,1.1647524,0.6184984,21.02605390548706,
457,2276.1094,73527.732421875,75803.841796875,24514.666,True,0.7687419,0.581243,21.02605390548706,
458,2274.2764,164990.14453125,167264.4208984375,66250.73,True,1.1291971,0.48855165,21.02605390548706,
459,2274.2764,217543.21875,219817.4951171875,86838.83,True,1.1002091,0.3852946,21.02605390548706,
460,2276.8403,87586.283203125,89863.12353515625,29201.64,True,0.5546521,0.7187069,21.02605390548706,
461,2274.2764,148261.60546875,150535.8818359375,59976.605,True,1.1496328,0.54559827,21.02605390548706,
462,2276.5288,153073.96875,155350.49755859375,51752.094,True,0.71000344,0.5601755,21.02605390548706,
463,2274.3486,100153.03125,102427.3798828125,40631.94,True,1.2127057,0.7693082,21.02605390548706,
464,2276.2039,124792.81640625,127069.02026367188,43609.844,True,0.7636706,0.6757621,21.02605390548706,
465,2274.2764,138265.67578125,140539.9521484375,55742.062,True,1.1629218,0.582329,21.02605390548706,
466,2275.802,131097.59765625,133373.39965820312,43728.863,True,0.829366,0.50023144,21.02605390548706,
467,2274.2834,170799.84375,173074.12719726562,68530.12,True,1.122099,0.4728092,21.02605390548706,
468,2277.1687,109394.1796875,111671.34838867188,36472.402,True,0.5416373,0.40606493,21.02605390548706,
469,2274.2764,126441.45703125,128715.7333984375,51078.93,True,1.1942399,0.6514168,21.02605390548706,
470,2277.6248,108001.01953125,110278.64428710938,36008.02,True,0.51088905,0.6293435,21.02605390548706,
471,2276.4885,123294.62109375,125571.10961914062,41105.664,True,0.65302956,0.2927335,21.02605390548706,
472,2274.8782,167586.43359375,169861.31176757812,62914.855,True,0.95901966,0.401165,21.02605390548706,
473,2274.3025,121687.1015625,123961.40405273438,49145.766,True,1.2023058,0.6819467,21.02605390548706,
474,2274.2764,124181.82421875,126456.1005859375,50237.484,True,1.1621094,0.6149331,21.02605390548706,
475,2276.8298,122406.1640625,124682.99389648438,40809.74,True,0.6625155,0.6235267,21.02605390548706,
476,2274.2764,118392.046875,120666.3232421875,47959.996,True,1.2105032,0.6941001,21.02605390548706,
477,2274.2764,95999.44921875,98273.7255859375,39409.4,True,1.2286133,0.7895467,21.02605390548706,
478,2274.2764,128402.0859375,130676.3623046875,52160.477,True,1.1737505,0.61882275,21.02605390548706,
479,2274.2764,115157.578125,117431.8544921875,46903.996,True,1.2190157,0.7130694,21.02605390548706,
480,2276.2747,141268.96875,143545.24340820312,47097.5,True,0.66915184,0.27291456,21.02605390548706,
481,2274.2764,115978.67578125,118252.9521484375,46986.887,True,1.1821389,0.6643928,21.02605390548706,
482,2274.2764,96842.162109375,99116.4384765625,39718.625,True,1.2141789,0.7677389,21.02605390548706,
483,2277.1184,125697.7265625,127974.84497070312,41907.004,True,0.590333,0.68871856,21.02605390548706,
484,2278.3267,113489.07421875,115767.40087890625,37837.31,True,0.35816216,0.93425494,21.02605390548706,
485,2274.2764,100445.484375,102719.7607421875,41051.105,True,1.2554494,0.80960494,21.02605390548706,
486,2274.2764,184833.94921875,187108.2255859375,73828.0,True,1.1069571,0.43047488,21.02605390548706,
487,2274.2764,102022.08984375,104296.3662109375,41712.418,True,1.2173978,0.75319153,21.02605390548706,
488,2274.2764,229482.28125,231756.5576171875,91432.46,True,1.0817806,0.3495466,21.02605390548706,
489,2274.2764,158999.015625,161273.2919921875,64264.79,True,1.1048161,0.4688277,21.02605390548706,
490,2274.2764,238775.859375,241050.1357421875,95079.3,True,1.0740091,0.3314553,21.02605390548706,
491,2274.2905,143512.20703125,145786.49755859375,57825.555,True,1.0949961,0.48875645,21.02605390548706,
492,2274.7676,226162.3125,228437.080078125,86881.17,True,0.9855993,0.3302472,21.02605390548706,
493,2278.1245,87757.88671875,90036.01123046875,29260.473,True,0.41781154,0.37348786,21.02605390548706,
494,2274.2764,122360.40234375,124634.6787109375,49715.523,True,1.187459,0.65177226,21.02605390548706,
495,2275.9717,81217.3125,83493.2841796875,27077.977,True,0.7409646,0.67342174,21.02605390548706,
496,2274.2764,228878.2734375,231152.5498046875,91161.79,True,1.0727276,0.33820024,21.02605390548706,
497,2274.3193,218466.328125,220740.6474609375,86853.234,True,1.0541878,0.32338467,21.02605390548706,
498,2274.2764,112817.26171875,115091.5380859375,46039.12,True,1.1711155,0.65680814,21.02605390548706,
499,2274.2764,144151.86328125,146426.1396484375,58090.805,True,1.1455798,0.5472316,21.02605390548706,
500,2274.2764,132253.921875,134528.1982421875,53192.03,True,1.1998688,0.6460703,21.02605390548706,
501,2180.848,29450.3466796875,31631.194580078125,9821.992,False,0.023968974,0.83476233,21.02605390548706,
502,2274.3142,191159.953125,193434.26733398438,75856.97,True,1.1524988,0.48751917,21.02605390548706,
503,2276.451,119546.7421875,121823.19311523438,39856.21,True,0.7023931,0.5357407,21.02605390548706,
504,2274.2764,142227.5390625,144501.8154296875,57273.742,True,1.1539736,0.5622857,21.02605390548706,
505,2274.2764,137026.734375,139301.0107421875,55298.117,True,1.1681348,0.5917268,21.02605390548706,
506,2274.55,202660.4296875,204934.97973632812,78655.76,True,1.0468533,0.36864698,21.02605390548706,
507,2275.2666,140821.3125,143096.5791015625,50923.29,True,0.89549774,0.45973265,21.02605390548706,
508,2274.2764,171399.69140625,173673.9677734375,68885.7,True,1.1222831,0.47023368,21.02605390548706,
509,2276.484,142443.05859375,144719.54248046875,47489.113,True,0.80985546,0.39107192,21.02605390548706,
510,2274.2764,82722.62109375,84996.8974609375,34102.336,True,1.3240389,0.9767732,21.02605390548706,
511,2274.2764,128365.8515625,130640.1279296875,51966.133,True,1.3106382,0.80247164,21.02605390548706,
512,2274.2764,126103.171875,128377.4482421875,51318.71,True,1.1756488,0.62712896,21.02605390548706,
513,2274.953,216887.296875,219162.24975585938,80865.984,True,0.95061237,0.26097947,21.02605390548706,
514,2274.6575,155971.6875,158246.34497070312,60044.793,True,1.0250517,0.4224286,21.02605390548706,
515,2274.2764,128172.515625,130446.7919921875,52108.445,True,1.163651,0.606247,21.02605390548706,
516,2274.3953,97513.5703125,99787.96557617188,39124.73,True,1.157759,0.7058872,21.02605390548706,
517,2274.2764,132411.3515625,134685.6279296875,53544.7,True,1.1696316,0.60392725,21.02605390548706,
518,2274.2764,186184.32421875,188458.6005859375,74674.44,True,1.1129074,0.43768275,21.02605390548706,
519,2277.518,103504.03125,105781.54931640625,34508.918,True,0.5282889,0.56121325,21.02605390548706,
520,2275.9087,46267.412109375,48543.32080078125,15426.782,True,0.7258761,0.66057974,21.02605390548706,
521,2279.5542,40540.1748046875,42819.72900390625,13519.71,False,0.08534682,0.7526397,21.02605390548706,
522,2274.2764,155122.48828125,157396.7646484375,62380.074,True,1.1493319,0.53147453,21.02605390548706,
523,2276.5696,83415.615234375,85692.18481445312,27811.416,True,0.53363234,0.26257443,21.02605390548706,
524,2276.3384,152774.14453125,155050.48291015625,50933.008,True,0.73442215,0.44528353,21.02605390548706,
525,2275.2498,206404.8515625,208680.10131835938,73232.086,True,0.9077664,0.2604025,21.02605390548706,
526,2275.0312,74690.291015625,76965.322265625,25600.395,True,0.97967046,0.7404838,21.02605390548706,
527,2274.2764,145221.73828125,147496.0146484375,58475.633,True,1.1649615,0.57055163,21.02605390548706,
528,2276.7063,115423.08984375,117699.79614257812,38481.777,True,0.63850397,0.23099831,21.02605390548706,
529,2274.5708,81546.69140625,83821.26220703125,31381.791,True,1.1590048,0.821755,21.02605390548706,
530,2274.2764,122215.9921875,124490.2685546875,49456.098,True,1.1652703,0.6244103,21.02605390548706,
531,2274.2764,193787.203125,196061.4794921875,77603.55,True,1.1249723,0.44395563,21.02605390548706,
532,2274.7031,103335.4453125,105610.1484375,38522.535,True,1.0822377,0.64769125,21.02605390548706,
533,2274.2764,130232.90625,132507.1826171875,52872.633,True,1.1757854,0.61719877,21.02605390548706,
534,2274.9214,66685.72265625,68960.64404296875,22232.58,True,1.0298373,0.7864298,21.02605390548706,
535,2277.389,69019.599609375,71296.98852539062,23012.658,True,0.43817255,0.6178022,21.02605390548706,
536,2274.2764,158993.4140625,161267.6904296875,64199.074,True,1.1176656,0.48491436,21.02605390548706,
537,2275.9392,30524.5634765625,32800.502685546875,10178.672,True,0.6718132,0.65564406,21.02605390548706,
538,2278.273,90928.025390625,93206.29833984375,30316.777,True,0.35068002,0.6293894,21.02605390548706,
539,2277.3462,102194.00390625,104471.35009765625,34072.176,True,0.49996686,0.45648432,21.02605390548706,
540,2275.7656,150216.2578125,152492.0234375,51405.27,True,0.8248274,0.43995202,21.02605390548706,
541,2274.289,72650.63671875,74924.92578125,29980.47,True,1.3791627,1.109511,21.02605390548706,
542,2274.2764,138686.859375,140961.1357421875,56157.777,True,1.151395,0.5663478,21.02605390548706,
543,2274.2764,143879.2265625,146153.5029296875,57942.316,True,1.161493,0.5686887,21.02605390548706,
544,2274.2764,163487.26171875,165761.5380859375,65681.61,True,1.1285411,0.49014652,21.02605390548706,
545,2274.2764,112510.96875,114785.2451171875,45738.457,True,1.180169,0.67091143,21.02605390548706,
546,2274.852,166900.5234375,169175.37548828125,62170.99,True,1.0039829,0.4226095,21.02605390548706,
