instance,operational_cost,optimal_var_cost,loss_cost,optimal_loss_cost,objective_value,optimal_objective_value,feasible,mean_loss_load_over_demand,std_loss_load_over_demand,training_time,inference_time
51,7684.397,7684.397,55238.23828125,25238.23828125,62922.63525390625,32922.63525390625,False,0.41093126,0.9618485,4.2727601528167725,0.0026175515670329333
52,6617.943,6617.943,48033.205078125,18033.205078125,54651.14794921875,24651.14794921875,False,0.44204545,1.0120431,4.2727601528167725,0.0026175515670329333
53,6.8834763,6.8834763,63256.65234375,0.0,63263.535820007324,6.883476257324219,False,0.45555294,0.85528505,4.2727601528167725,0.0026175515670329333
54,12549.331,12549.331,52082.09765625,3037.9799194335938,64631.4287109375,15587.310974121094,False,0.36561063,0.65842247,4.2727601528167725,0.0026175515670329333
55,510.50998,510.50998,49919.583984375,0.0,50430.09396362305,510.5099792480469,False,0.42427334,1.005285,4.2727601528167725,0.0026175515670329333
56,9238.271,9238.271,54497.40234375,24497.3994140625,63735.673828125,33735.6708984375,False,0.469381,0.910391,4.2727601528167725,0.0026175515670329333
57,9439.019,9439.019,55640.16796875,25640.16796875,65079.1865234375,35079.1865234375,False,0.46477294,0.90432,4.2727601528167725,0.0026175515670329333
58,7.1081543,7.1081543,63379.927734375,0.0,63387.035888671875,7.108154296875,False,0.46051985,0.84531957,4.2727601528167725,0.0026175515670329333
59,6815.9165,6815.9165,49237.552734375,19237.55419921875,56053.46923828125,26053.470703125,False,0.43685767,1.0012578,4.2727601528167725,0.0026175515670329333
60,7458.1055,7458.1055,50928.38671875,20928.3896484375,58386.4921875,28386.4951171875,False,0.44588307,0.971614,4.2727601528167725,0.0026175515670329333
61,7253.633,7253.633,52684.423828125,22684.42529296875,59938.056640625,29938.05810546875,False,0.41820088,0.9798416,4.2727601528167725,0.0026175515670329333
62,5.448083,5.448083,56888.625,0.0,56894.07308292389,5.44808292388916,False,0.44504043,0.9130521,4.2727601528167725,0.0026175515670329333
63,9182.6,9182.6,57526.40625,27526.4091796875,66709.005859375,36709.0087890625,False,0.44201654,0.9107054,4.2727601528167725,0.0026175515670329333
64,7943.728,7943.728,54676.23046875,24676.224609375,62619.95849609375,32619.95263671875,False,0.42655712,0.9515031,4.2727601528167725,0.0026175515670329333
65,5399.587,5399.587,61859.490234375,0.0,67259.0771484375,5399.5869140625,False,0.44549787,0.87460804,4.2727601528167725,0.0026175515670329333
66,6703.1436,6703.1436,50121.333984375,11169.935302734375,56824.4775390625,17873.078857421875,False,0.44434005,0.98275083,4.2727601528167725,0.0026175515670329333
67,4.3966446,4.3966446,58824.884765625,0.0,58829.281410217285,4.396644592285156,False,0.33718583,1.0050855,4.2727601528167725,0.0026175515670329333
68,7.018495,7.018495,63859.7578125,0.0,63866.776307582855,7.018495082855225,False,0.4560308,0.85097027,4.2727601528167725,0.0026175515670329333
69,10130.12,10130.12,60075.94921875,30075.94921875,70206.0693359375,40206.0693359375,False,0.44705343,0.8857182,4.2727601528167725,0.0026175515670329333
70,6.2033167,6.2033167,59926.16015625,0.0,59932.36347293854,6.203316688537598,False,0.4546974,0.8791839,4.2727601528167725,0.0026175515670329333
71,1180.8055,1180.8055,59163.75,0.0,60344.55554199219,1180.8055419921875,False,0.437498,0.90214705,4.2727601528167725,0.0026175515670329333
72,4672.6724,4672.6724,63772.88671875,0.0,68445.55908203125,4672.67236328125,False,0.4444345,0.8631135,4.2727601528167725,0.0026175515670329333
73,8997.896,8997.896,68031.48046875,37145.19140625,77029.376953125,46143.087890625,False,0.4525957,0.81577075,4.2727601528167725,0.0026175515670329333
74,13456.164,13456.164,69825.193359375,39825.193359375,83281.357421875,53281.357421875,False,0.5266588,0.7469381,4.2727601528167725,0.0026175515670329333
75,7873.4907,7873.4907,50558.34375,20558.34375,58431.83447265625,28431.83447265625,False,0.46573573,0.9561061,4.2727601528167725,0.0026175515670329333
76,9733.19,9733.19,54552.55078125,0.0,64285.7412109375,9733.1904296875,False,0.3568344,0.66310966,4.2727601528167725,0.0026175515670329333
77,7356.1357,7356.1357,53974.86328125,0.0,61330.9990234375,7356.1357421875,False,0.5169236,0.8679399,4.2727601528167725,0.0026175515670329333
78,6.4500766,6.4500766,58620.205078125,0.0,58626.65515470505,6.450076580047607,False,0.47638428,0.86749303,4.2727601528167725,0.0026175515670329333
79,4.9292645,4.9292645,53652.240234375,0.0,53657.16949892044,4.929264545440674,False,0.44843525,0.9396406,4.2727601528167725,0.0026175515670329333
80,6.881175,6.881175,63253.03125,0.0,63259.9124250412,6.8811750411987305,False,0.4554935,0.85536784,4.2727601528167725,0.0026175515670329333
81,6.802622,6.802622,62555.80078125,0.0,62562.60340309143,6.802621841430664,False,0.45787987,0.85753906,4.2727601528167725,0.0026175515670329333
82,1460.7035,1460.7035,58027.734375,0.0,59488.43786621094,1460.7034912109375,False,0.47642976,0.87218255,4.2727601528167725,0.0026175515670329333
83,4322.38,4322.38,60907.095703125,0.0,65229.4755859375,4322.3798828125,False,0.4714949,0.8552519,4.2727601528167725,0.0026175515670329333
84,7493.075,7493.075,52842.0234375,22842.0234375,60335.0986328125,30335.0986328125,False,0.42691866,0.9694661,4.2727601528167725,0.0026175515670329333
85,9738.975,9738.975,58688.2265625,28688.2236328125,68427.201171875,38427.1982421875,False,0.44781476,0.8955273,4.2727601528167725,0.0026175515670329333
86,10734.416,10734.416,63857.794921875,33857.794921875,74592.2109375,44592.2109375,False,0.43483996,0.8721734,4.2727601528167725,0.0026175515670329333
87,13137.328,13137.328,64514.37890625,34514.37890625,77651.70703125,47651.70703125,False,0.52610177,0.77684057,4.2727601528167725,0.0026175515670329333
88,7574.6704,7574.6704,54167.47265625,24167.4755859375,61742.14306640625,31742.14599609375,False,0.4168583,0.9661124,4.2727601528167725,0.0026175515670329333
89,6.8388615,6.8388615,62803.7109375,0.0,62810.549798965454,6.838861465454102,False,0.45734003,0.85644317,4.2727601528167725,0.0026175515670329333
90,7042.9663,7042.9663,51029.90625,21029.90625,58072.87255859375,28072.87255859375,False,0.42667672,0.98964405,4.2727601528167725,0.0026175515670329333
91,7877.7856,7877.7856,43772.14453125,0.0,51649.93017578125,7877.78564453125,False,0.28813297,0.5109784,4.2727601528167725,0.0026175515670329333
92,7141.539,7141.539,47910.685546875,0.0,55052.224609375,7141.5390625,False,0.3191625,0.57680035,4.2727601528167725,0.0026175515670329333
93,10351.494,10351.494,57000.62109375,27000.6240234375,67352.115234375,37352.1181640625,False,0.47539043,0.881747,4.2727601528167725,0.0026175515670329333
94,14196.523,14196.523,72483.966796875,42483.966796875,86680.490234375,56680.490234375,False,0.5545619,0.7063804,4.2727601528167725,0.0026175515670329333
95,7.1575384,7.1575384,63336.46875,0.0,63343.626288414,7.157538414001465,False,0.4506336,0.8335494,4.2727601528167725,0.0026175515670329333
96,4.990172,4.990172,55547.876953125,0.0,55552.86712503433,4.990171909332275,False,0.43052685,0.93940616,4.2727601528167725,0.0026175515670329333
97,5567.1206,5567.1206,50542.640625,20542.64208984375,56109.76123046875,26109.7626953125,False,0.3421264,1.0799019,4.2727601528167725,0.0026175515670329333
98,4708.266,4708.266,50630.30859375,0.0,55338.57470703125,4708.26611328125,False,0.33642176,0.6111357,4.2727601528167725,0.0026175515670329333
99,6907.018,6907.018,52668.2578125,22668.2578125,59575.27587890625,29575.27587890625,False,0.40383437,0.9943789,4.2727601528167725,0.0026175515670329333
100,11700.524,11700.524,65545.06640625,32561.2646484375,77245.5908203125,44261.7890625,False,0.44493634,0.8518285,4.2727601528167725,0.0026175515670329333
101,7.2585306,7.2585306,60945.421875,0.0,60952.68040561676,7.258530616760254,False,0.4420397,0.80307317,4.2727601528167725,0.0026175515670329333
102,11482.562,11482.562,61514.625,31514.625,72997.1865234375,42997.1865234375,False,0.46563023,0.8568491,4.2727601528167725,0.0026175515670329333
103,7179.263,7179.263,55683.15234375,25683.1552734375,62862.41552734375,32862.41845703125,False,0.383975,0.98472786,4.2727601528167725,0.0026175515670329333
104,10590.41,10590.41,54221.9765625,0.0,64812.38671875,10590.41015625,False,0.35126662,0.63175213,4.2727601528167725,0.0026175515670329333
105,6054.564,6054.564,54955.03125,6306.277587890625,61009.59521484375,12360.841552734375,False,0.4284976,0.9469245,4.2727601528167725,0.0026175515670329333
106,10976.293,10976.293,63605.6953125,33605.6923828125,74581.98828125,44581.9853515625,False,0.44178018,0.8668257,4.2727601528167725,0.0026175515670329333
107,5552.27,5552.27,63753.36328125,2594.5021362304688,69305.63330078125,8146.772155761719,False,0.42455634,0.7862382,4.2727601528167725,0.0026175515670329333
108,7.1544323,7.1544323,64216.927734375,0.0,64224.08216667175,7.15443229675293,False,0.44785118,0.83779216,4.2727601528167725,0.0026175515670329333
109,13639.518,13639.518,67746.09375,37746.09375,81385.611328125,51385.611328125,False,0.54090184,0.74347943,4.2727601528167725,0.0026175515670329333
110,5.892335,5.892335,58068.3515625,0.0,58074.24389743805,5.892334938049316,False,0.45698544,0.8912982,4.2727601528167725,0.0026175515670329333
111,5.710028,5.710028,56976.896484375,0.0,56982.60651254654,5.710028171539307,False,0.45838225,0.89895713,4.2727601528167725,0.0026175515670329333
112,6.8194356,6.8194356,62880.83203125,0.0,62887.651466846466,6.8194355964660645,False,0.45600086,0.85727686,4.2727601528167725,0.0026175515670329333
113,9651.132,9651.132,58460.8125,28460.8154296875,68111.9443359375,38111.947265625,False,0.44731617,0.89782226,4.2727601528167725,0.0026175515670329333
114,11015.544,11015.544,61479.796875,31479.7939453125,72495.3408203125,42495.337890625,False,0.45674583,0.865975,4.2727601528167725,0.0026175515670329333
115,5646.307,5646.307,49578.38671875,19578.3837890625,55224.69384765625,25224.69091796875,False,0.36121553,1.0725815,4.2727601528167725,0.0026175515670329333
116,7.6075735,7.6075735,56188.62890625,0.0,56196.236479759216,7.607573509216309,False,0.39887595,0.71493316,4.2727601528167725,0.0026175515670329333
117,5313.869,5313.869,48670.5556640625,12702.95654296875,53984.4248046875,18016.82568359375,False,0.41780168,1.0276914,4.2727601528167725,0.0026175515670329333
118,8006.3994,8006.3994,54014.8125,24014.8125,62021.2119140625,32021.2119140625,False,0.43525627,0.94921315,4.2727601528167725,0.0026175515670329333
119,8989.296,8989.296,55446.181640625,25446.181640625,64435.4775390625,34435.4775390625,False,0.45409635,0.9167669,4.2727601528167725,0.0026175515670329333
120,8859.63,8859.63,52759.3828125,22759.3798828125,61619.0126953125,31619.009765625,False,0.4748693,0.92238307,4.2727601528167725,0.0026175515670329333
121,9099.319,9099.319,52833.52734375,22833.52734375,61932.8466796875,31932.8466796875,False,0.48079675,0.91567695,4.2727601528167725,0.0026175515670329333
122,6.5531826,6.5531826,63347.560546875,0.0,63354.11372947693,6.553182601928711,False,0.44147265,0.86878085,4.2727601528167725,0.0026175515670329333
123,12789.744,12789.744,64253.373046875,34253.373046875,77043.1171875,47043.1171875,False,0.5076457,0.79690194,4.2727601528167725,0.0026175515670329333
124,6551.562,6551.562,50480.47265625,20480.466796875,57032.03466796875,27032.02880859375,False,0.4082832,1.0144846,4.2727601528167725,0.0026175515670329333
125,9150.139,9150.139,57611.12109375,27611.12109375,66761.259765625,36761.259765625,False,0.44038612,0.9116347,4.2727601528167725,0.0026175515670329333
126,5.58817,5.58817,63517.693359375,0.0,63523.281529426575,5.588170051574707,False,0.38798717,0.92117846,4.2727601528167725,0.0026175515670329333
127,8003.1353,8003.1353,55146.29296875,21416.5400390625,63149.42822265625,29419.67529296875,False,0.4271984,0.9464352,4.2727601528167725,0.0026175515670329333
128,7.306346,7.306346,60278.89453125,0.0,60286.200877189636,7.3063459396362305,False,0.438789,0.79285324,4.2727601528167725,0.0026175515670329333
129,5.4319773,5.4319773,53171.35546875,0.0,53176.787446022034,5.431977272033691,False,0.48343563,0.9095292,4.2727601528167725,0.0026175515670329333
130,5.011607,5.011607,54343.41796875,0.0,54348.429575920105,5.0116071701049805,False,0.44584954,0.9354086,4.2727601528167725,0.0026175515670329333
131,4.9318743,4.9318743,52815.31640625,0.0,52820.24828052521,4.9318742752075195,False,0.45856988,0.93809474,4.2727601528167725,0.0026175515670329333
132,9180.668,9180.668,52229.7890625,22229.7919921875,61410.45703125,31410.4599609375,False,0.48963583,0.91326725,4.2727601528167725,0.0026175515670329333
133,7188.428,7188.428,56838.2578125,0.0,64026.68603515625,7188.42822265625,False,0.44160327,0.762828,4.2727601528167725,0.0026175515670329333
134,6.575609,6.575609,61089.10546875,0.0,61095.68107795715,6.57560920715332,False,0.4606862,0.8647703,4.2727601528167725,0.0026175515670329333
135,2888.5706,2888.5706,53201.34375,0.0,56089.914306640625,2888.570556640625,False,0.4806515,0.91200495,4.2727601528167725,0.0026175515670329333
136,3.3809714,3.3809714,49409.84765625,0.0,49413.22862768173,3.3809714317321777,False,0.34933674,1.0865848,4.2727601528167725,0.0026175515670329333
137,2136.2915,2136.2915,50693.958984375,0.0,52830.25048828125,2136.29150390625,False,0.45493945,0.9652997,4.2727601528167725,0.0026175515670329333
138,9436.386,9436.386,52578.45703125,22578.4599609375,62014.8427734375,32014.845703125,False,0.49183756,0.9073273,4.2727601528167725,0.0026175515670329333
139,11518.271,11518.271,54695.66015625,11707.239990234375,66213.931640625,23225.511474609375,False,0.34811714,0.6321043,4.2727601528167725,0.0026175515670329333
140,6545.86,6545.86,50504.84765625,20504.84619140625,57050.70751953125,27050.7060546875,False,0.40767998,1.0147977,4.2727601528167725,0.0026175515670329333
141,2706.9695,2706.9695,50317.95703125,0.0,53024.926513671875,2706.969482421875,False,0.45917255,0.96554047,4.2727601528167725,0.0026175515670329333
142,1078.5298,1078.5298,52859.42578125,0.0,53937.95556640625,1078.52978515625,False,0.48304325,0.9131593,4.2727601528167725,0.0026175515670329333
143,7.2318363,7.2318363,62353.5,0.0,62360.73183631897,7.231836318969727,False,0.4426628,0.81518173,4.2727601528167725,0.0026175515670329333
144,8317.974,8317.974,57320.4375,27320.4404296875,65638.4111328125,35638.4140625,False,0.4161249,0.9383136,4.2727601528167725,0.0026175515670329333
145,8053.182,8053.182,56167.96875,26167.96875,64221.15087890625,34221.15087890625,False,0.41673067,0.9476303,4.2727601528167725,0.0026175515670329333
146,9193.284,9193.284,57399.251953125,27399.251953125,66592.5361328125,36592.5361328125,False,0.44336832,0.9104115,4.2727601528167725,0.0026175515670329333
147,5845.729,5845.729,49035.43359375,1132.6335754394531,54881.16259765625,6978.362579345703,False,0.4191096,1.0216076,4.2727601528167725,0.0026175515670329333
148,3.948781,3.948781,58274.49609375,0.0,58278.44487476349,3.9487810134887695,False,0.2857918,1.0608325,4.2727601528167725,0.0026175515670329333
149,4.6379786,4.6379786,51592.86328125,0.0,51597.50125980377,4.637978553771973,False,0.45339984,0.9565163,4.2727601528167725,0.0026175515670329333
150,7045.2617,7045.2617,49897.470703125,19897.46923828125,56942.732421875,26942.73095703125,False,0.43978268,0.9900479,4.2727601528167725,0.0026175515670329333
151,10154.652,10154.652,60483.94921875,25262.302734375,70638.6015625,35416.955078125,False,0.44741762,0.8823689,4.2727601528167725,0.0026175515670329333
152,4558.019,4558.019,63922.98046875,0.0,68480.99951171875,4558.01904296875,False,0.43788785,0.8687164,4.2727601528167725,0.0026175515670329333
153,5.2510843,5.2510843,52666.62890625,0.0,52671.8799905777,5.251084327697754,False,0.4794254,0.918805,4.2727601528167725,0.0026175515670329333
154,7.3602233,7.3602233,61768.7109375,0.0,61776.071160793304,7.360223293304443,False,0.4358039,0.7976022,4.2727601528167725,0.0026175515670329333
155,4554.6953,4554.6953,52401.31640625,11212.0693359375,56956.01171875,15766.7646484375,False,0.36830112,1.0327542,4.2727601528167725,0.0026175515670329333
156,4.7343025,4.7343025,62422.2890625,0.0,62427.02336502075,4.734302520751953,False,0.3282496,0.9880574,4.2727601528167725,0.0026175515670329333
157,6.7742767,6.7742767,63342.6796875,0.0,63349.4539642334,6.7742767333984375,False,0.45066035,0.8596245,4.2727601528167725,0.0026175515670329333
158,909.59827,909.59827,64865.384765625,0.0,65774.98303222656,909.5982666015625,False,0.43783623,0.86297363,4.2727601528167725,0.0026175515670329333
159,8949.9795,8949.9795,55302.046875,25302.046875,64252.0263671875,34252.0263671875,False,0.45421973,0.9179698,4.2727601528167725,0.0026175515670329333
160,6234.9785,6234.9785,57718.30078125,0.0,63953.279296875,6234.978515625,False,0.41159457,0.93954295,4.2727601528167725,0.0026175515670329333
161,8121.021,8121.021,55767.43359375,25767.4306640625,63888.45458984375,33888.45166015625,False,0.42292434,0.94501656,4.2727601528167725,0.0026175515670329333
162,9807.261,9807.261,54734.671875,24734.671875,64541.9326171875,34541.9326171875,False,0.48159456,0.8959094,4.2727601528167725,0.0026175515670329333
163,9715.836,9715.836,54319.447265625,24319.44580078125,64035.283203125,34035.28173828125,False,0.48300302,0.89848757,4.2727601528167725,0.0026175515670329333
164,12530.916,12530.916,64612.25390625,34612.2568359375,77143.169921875,47143.1728515625,False,0.4926061,0.8097386,4.2727601528167725,0.0026175515670329333
165,4.986061,4.986061,54628.125,0.0,54633.11106109619,4.986061096191406,False,0.4408454,0.9376737,4.2727601528167725,0.0026175515670329333
166,12234.896,12234.896,64682.314453125,34682.314453125,76917.2109375,46917.2109375,False,0.47449538,0.82742286,4.2727601528167725,0.0026175515670329333
167,5737.123,5737.123,50184.9375,17201.1357421875,55922.060546875,22938.2587890625,False,0.41589233,1.0104265,4.2727601528167725,0.0026175515670329333
168,6.706231,6.706231,60538.27734375,0.0,60544.98357486725,6.706231117248535,False,0.4702257,0.8591676,4.2727601528167725,0.0026175515670329333
169,3895.4268,3895.4268,61969.34765625,0.0,65864.7744140625,3895.4267578125,False,0.42122233,0.78249717,4.2727601528167725,0.0026175515670329333
170,5.5537777,5.5537777,58502.953125,0.0,58508.5069026947,5.553777694702148,False,0.43479842,0.91000575,4.2727601528167725,0.0026175515670329333
171,1165.8798,1165.8798,61244.94140625,0.0,62410.82116699219,1165.8797607421875,False,0.47103155,0.8533282,4.2727601528167725,0.0026175515670329333
172,6.781755,6.781755,62782.03125,0.0,62788.81300497055,6.781754970550537,False,0.45531255,0.85861295,4.2727601528167725,0.0026175515670329333
173,6.6042385,6.6042385,61891.20703125,0.0,61897.81126976013,6.604238510131836,False,0.45532674,0.86456275,4.2727601528167725,0.0026175515670329333
174,13492.758,13492.758,69817.552734375,39817.5498046875,83310.310546875,53310.3076171875,False,0.52846503,0.74517,4.2727601528167725,0.0026175515670329333
175,6072.1064,6072.1064,49465.640625,19465.640625,55537.7470703125,25537.7470703125,False,0.3925252,1.0426909,4.2727601528167725,0.0026175515670329333
176,9249.316,9249.316,60744.99609375,1652.9483642578125,69994.3125,10902.264770507812,False,0.4496474,0.87825716,4.2727601528167725,0.0026175515670329333
177,2853.3174,2853.3174,62742.71484375,0.0,65596.0322265625,2853.3173828125,False,0.44311267,0.8710714,4.2727601528167725,0.0026175515670329333
178,13286.953,13286.953,66394.787109375,36394.7841796875,79681.740234375,49681.7373046875,False,0.494134,0.726839,4.2727601528167725,0.0026175515670329333
179,2693.0823,2693.0823,60204.732421875,0.0,62897.814697265625,2693.082275390625,False,0.4418289,0.8899948,4.2727601528167725,0.0026175515670329333
180,867.8445,867.8445,54591.6328125,0.0,55459.477294921875,867.844482421875,False,0.4031549,0.9757131,4.2727601528167725,0.0026175515670329333
181,3.612828,3.612828,53859.685546875,0.0,53863.29837489128,3.612828016281128,False,0.30566257,1.0803416,4.2727601528167725,0.0026175515670329333
182,8932.198,8932.198,57845.736328125,27845.736328125,66777.9345703125,36777.9345703125,False,0.43196243,0.9181307,4.2727601528167725,0.0026175515670329333
183,7626.7485,7626.7485,51716.1796875,21716.17822265625,59342.92822265625,29342.9267578125,False,0.4441311,0.96440816,4.2727601528167725,0.0026175515670329333
184,10782.284,10782.284,54597.796875,24597.796875,65380.0810546875,35380.0810546875,False,0.5033613,0.87544763,4.2727601528167725,0.0026175515670329333
185,9343.759,9343.759,62137.46484375,20948.2119140625,71481.2236328125,30291.970703125,False,0.43573233,0.882486,4.2727601528167725,0.0026175515670329333
